"","BC.r1","BC.r2","BC.r3","Pre.r1","Pre.r2","Pre.r3","Pos.r1","Pos.r2","Pos.r3"
"PHYBL_184068T0",227.999061414041,303.834824631112,257.93746323565,133.969897317843,110.398226985009,130,100.98178321775,102.985118707128,164.258884372525
"PHYBL_184076T0",732,849,969,1220,772,807,668,538,636
"PHYBL_184079T0",346,433,457,542,355,395,219,144,204
"PHYBL_184080T0",442,613,658,721,489,581,484,445,460
"PHYBL_184091T0",293,344,383,549,440,406,338,223,209
"PHYBL_184092T0",1196,1051,857,814,928,515,410,454,459
"PHYBL_184094T0",547,584,725,742,512,530,354,334,383
"PHYBL_184104T0",5.33342321637037,1.38332515464204,1.44840930798968,3.70047099256214,0,5.58332347601565,0,0,1.49125657455667
"PHYBL_184106T0",0,1.70723601524874,0,0,0,0,0,2.04621607618814,0
"PHYBL_184108T0",109.805201352222,197.459762019975,167.066721747993,126.935242753898,110.08124109751,84.3059004372726,147.843037509641,141.028205309932,171.491341495434
"PHYBL_184109T0",10.534063153494,16.0628206200391,9.8593812980283,10.196645965174,9.21808611603594,8.50418296200747,2.07092660810502,2.07638300276843,12.8053076020555
"PHYBL_184118T0",18.5271077232456,36.5559984775164,39.9550793820587,19.6902553477284,21.9688873920802,26.3392812625501,28.2552695616626,30.4080675639189,29.8325347845748
"PHYBL_184120T0",1832,2036,2331,2932,2138,2070,1230,996,1342
"PHYBL_184128T0",382,444,537,736,458,563,329,375,394
"PHYBL_184132T0",3371,3092,2669,3104,1984,3410,1385,1027,1271
"PHYBL_184134T0",1502,2878,4462,2518,1520,2452,1398,1567,2724
"PHYBL_184142T0",1634,1771,1873,3428,1915,2186,1057,1001,1306
"PHYBL_184143T0",249.127181963029,354.986707596651,316.210113589748,223.064757246102,124.759762909005,194.010526676708,299.248506065365,300.407912238189,425.01345289094
"PHYBL_184149T0",7437,8710,8036,7086,5930.73697369348,5153,5115,4213,5093
"PHYBL_184159T0",5417,6109,5801,4630,5215,2433,1503,1014,1315
"PHYBL_184163T0",841,854,797,590,540,264,350,235,300
"PHYBL_184165T0",1104,1162,1262,64,26,70,207,258,457
"PHYBL_184181T0",29.4661619149183,52.2038473968313,57.8920747073015,9.46824297382214,7.80598043471858,17.9262696865128,8.57766014262465,9.30322316181412,29.6676497141754
"PHYBL_184184T0",469.266919042541,665.898076301584,841.553962646349,294.765878513089,236.097009782641,306.036865156744,235.711169928688,217.348388419093,325.166175142912
"PHYBL_184188T0",9,3,5.4458171295088,2.29066331020875,9.01777242747067,10.9156730299939,1,2,2.50349562740582
"PHYBL_184193T0",1156,1402,1677,1175,1065,1251,1358,1361,1649
"PHYBL_18419T0",4,4,4,11,4,17,5,11,10
"PHYBL_184209T0",1294,1706,1730,2206,1452,1638,1137,994,1365
"PHYBL_184220T0",0,0,0,0,0,0,0,0,0
"PHYBL_184230T0",469.266919042541,665.898076301584,841.553962646349,294.765878513089,236.097009782641,306.036865156744,235.711169928688,217.348388419093,325.166175142912
"PHYBL_184236T0",4239,4637,4298,4527,2932,2958,2192,2005,2257
"PHYBL_184259T0",2258.77421559957,2291.75028600729,2383.60497338655,959.686984199099,743.954020484556,801.803470405234,1084.18879974023,1074.21026540298,1285.87443182448
"PHYBL_184267T0",1109,1338,1242,2705,1570,1635,2631,2405,3114
"PHYBL_184284T0",1042,1166,1356,2415,1821,1697,1531,1497,1662
"PHYBL_184290T0",1452,2233,2704,2050,1480,2046,1311,1588,2248
"PHYBL_184301T0",742.60650192237,1112.47753954132,1277.97068626804,1181.61024776087,773.482110227241,1086.11961484592,460.354262034168,409.134003474784,624.510874822677
"PHYBL_184304T0",1545,2023,2210,2731,1902,2318,923,819,1154
"PHYBL_184315T0",502,527,526,913,604,724,296,232,311
"PHYBL_184316T0",704,848,788,601,431,517,368,320,396
"PHYBL_184317T0",10140.3094339856,11789.0254998252,11461.1857213111,9048.54269628437,7933.33568423532,7934.15328985,7810.11146686952,6218.25239939839,7636.49181910221
"PHYBL_184319T0",1222,1195,1201,1783,1091,818,991,736,1036
"PHYBL_184335T0",2907,3329,5266,974,796,897,1019,1268.48814960651,1433
"PHYBL_184343T0",592,652,774,1082,920,863,840,734,881
"PHYBL_184351T0",1431,1836,1561,1171,920,959,935,751,988
"PHYBL_184357T0",508,458,526,451,464,280,297,169,212
"PHYBL_184359T0",3266,3637,4330,4370,3422,2475,1978,1466,1834
"PHYBL_184366T0",26977.8554454803,32496.6158938186,31096.4292089576,17981.0312677794,19304.6638243115,14322.0583996679,17879.1911382633,13718.757559612,17657.0417870184
"PHYBL_184370T0",49.2528451921369,62.9577177837723,62,70.261736666038,79.1206554875566,37.6309374263807,27.1691962970594,33,44.4089865517887
"PHYBL_184371T0",2844,3470,3570,2973,2236,2023,2387,2028,2740
"PHYBL_184372T0",627,623,740,860,589,437,412,372,425
"PHYBL_184374T0",989,1056,1202,1532,1282,855,607,435,574
"PHYBL_184378T0",1321,2181,2665,1774,896,1428,3018,3890,3445
"PHYBL_184399T0",1958,2115,2123,1215,1083,1103,1105,993,1082
"PHYBL_184400T0",829,790,1127,4182,2260,3101,902,704,965
"PHYBL_184403T0",301,382,327,919,723,802,950,1026,851
"PHYBL_184415T0",72,59,133,66,37,66,36,29,53
"PHYBL_184419T0",325,281,441,342,189,230,142,127,160
"PHYBL_184430T0",769,897,922,1179,834,865,525,391,489
"PHYBL_184431T0",2342,2226,2073,782,788,386,303,176,281
"PHYBL_184438T0",70,207,536,213,134,391.638422771551,16,32,237.863097377692
"PHYBL_184454T0",593,838,812,693,488,623,403,434,457
"PHYBL_184459T0",592,732,806,944,496,705,588,629,718
"PHYBL_184460T0",366,531,464,738,547,583,343,224,314
"PHYBL_184462T0",116,137,122,255,140,178,126,98,113
"PHYBL_184467T0",139.062042402078,160.960213034374,276.414758402215,155.992443005462,85.395497964031,177.415022527838,190.327630925054,168.527598582635,227.959847693331
"PHYBL_184474T0",9347,12338,11935,13778,12397,13287,5612,4197,9621
"PHYBL_18447T0",319,540,655,421,279,403,298,281,312
"PHYBL_184480T0",1405,1669,1736,1541,1260,1063,895,795,1135
"PHYBL_184484T0",170.096387710012,226.414884101798,337.228069004382,210.875256735318,123.395166811327,192.466009147467,213.812860971372,196.452556929356,261.421075535093
"PHYBL_184486T0",373,340,373,484,381,304,289,214,221
"PHYBL_184497T0",497,492,473,540,377,365,371,341,376
"PHYBL_184509T0",2962,3858,3691,3241,2326,3330,3386,3079,3328
"PHYBL_184532T0",5499,7095,6198,8005,5857,5681,4427,3106,4256
"PHYBL_184535T0",554.638902322234,700.801432435105,773.135311160423,772.483677924675,527.878360151245,618.762542367759,440.315825425238,335.098852503781,431.8260484213
"PHYBL_184536T0",552,591,597,768,495,366,460,363,495
"PHYBL_184542T0",2583,3196,3842,5998,5015,3275,1654,900,1186
"PHYBL_184550T0",0,2,0,0,0,0,0,0,0
"PHYBL_184553T0",844,1313,1547,1768,956,1594,501,471,694
"PHYBL_184559T0",2056,3860,2904,3600,2831,3069,2503,1850,2052
"PHYBL_184570T0",17.8189258473431,14.2602688315443,0,21.9879821745267,0,4.48446628864887,0,0,8.89730356764925
"PHYBL_184583T0",78,118,142,40,30,50,6,13,11
"PHYBL_184587T0",636,805,920,706,620,641,368,452,709
"PHYBL_184589T0",221,269,161,42,37,17,28,15,19
"PHYBL_184600T0",1294,1827,3129,1465,947,1209,683,764,1156
"PHYBL_184601T0",222,262,331,262,197,237,129,126,179
"PHYBL_18460T0",239,270,305,331,254,287,156,115,163
"PHYBL_184619T0",463,532,492,666,444,688,396,315,328
"PHYBL_184627T0",955,1206,1103,1277,961,832,665,543,694
"PHYBL_184636T0",1145,1361,840,2260,1749,2087,1360,1209,1308
"PHYBL_184638T0",3,2,0,1,0,1,0,0,0
"PHYBL_184651T0",211.274169328275,187.587499862003,204.223892644068,229.319588998836,164.180291195574,120.373860048043,104.289949066969,81.7738944623653,116.914347801291
"PHYBL_184653T0",109,110,89,121,113,123,50,56,43
"PHYBL_184656T0",538,680,794,1110,654,863,755,723,891
"PHYBL_184658T0",1252,1469,1676,1926,1336,1504,942,771,985
"PHYBL_184664T0",1364,1905,1741,1306,890,1135,921,855,734
"PHYBL_184665T0",3758,4599,3167,5587,3574,4754,7200,4395,5267
"PHYBL_184669T0",2497,2979,2781,1845,1611,1382,1163,865,1287
"PHYBL_184670T0",578,555,543,847,744,435,541,484,491
"PHYBL_184674T0",233,325,369,634,303,458,219,230,235
"PHYBL_184683T0",396,401,308,288,267,152,208,118,138
"PHYBL_184697T0",414,617,537,512,355,371,190,174,222
"PHYBL_184699T0",1193,1431,1591,1577,955,1300,1354,1143,1527
"PHYBL_184708T0",10,21,34,72,34,51,193,184,158
"PHYBL_184715T0",643,689,941,1485,759,833,784,966,1060
"PHYBL_184718T0",2742,2583,3321,3762,2201,2753,5211,6329,5855
"PHYBL_184727T0",3365,3716,4565,5947,5476,3044,1885,1149,1769
"PHYBL_184736T0",229,250,260,302,255,197,135,81,127
"PHYBL_184737T0",800,737,848,923,753,573,471,331,443
"PHYBL_184747T0",732,951,1043,844,586,626,450,410,498
"PHYBL_184752T0",0,0,0,0,0,0,0,0,0
"PHYBL_184762T0",785,929,978,1214,810,960,646,515,665
"PHYBL_184771T0",2,3,6.27556288268134,66,70,70,14,13,23
"PHYBL_184781T0",1983,1931,1652,2355,1959,1432,1493,1214,1823
"PHYBL_184787T0",1698,1714,1820,2818,1580,1659,1361,1371,1451
"PHYBL_184789T0",467,606,544,668,523,555,580,456,512
"PHYBL_184795T0",172,274,346,174,143,164,89,89,93
"PHYBL_184800T0",443,471,470,571,323,387,287,213,284
"PHYBL_184802T0",6905,7455,6544,5989,5095,3240,1944,1624,1974
"PHYBL_184820T0",2362,2417,3558,2930,2235,1710,1473,1333,1793
"PHYBL_184826T0",2466,2633,2896,7370,4397,6277,3111,2993,3521
"PHYBL_184829T0",643,656,874,1698,847,823,563,413,457
"PHYBL_184868T0",1119,1203,1104,1161,767,736,481,442,496
"PHYBL_184875T0",3675,3608,3538,4712,3503,2809,3003,2095,2609
"PHYBL_184883T0",490,649,615,522,384,421,272,251,316
"PHYBL_184901T0",377,396,430,1237,895,556,198,110,94
"PHYBL_18490T0",91,118,114,95,67,108,4,0,14
"PHYBL_184916T0",2693,2548,2933,3565,2004,2350,1814,1921,1809
"PHYBL_184926T0",190,142,193,53,23,23,66,96,79
"PHYBL_184933T0",218,149,286,325,240,228,175,161,188
"PHYBL_184948T0",898,1131,1151,1221,820,1031,578,555,666
"PHYBL_184953T0",4030,5532,5184,16841,13102,14310,12808,10678,12619
"PHYBL_184957T0",498,644,709,576,430,470,363,272,427
"PHYBL_184958T0",1308,1773,1690,1804,1545,1396,1016,873,1150
"PHYBL_184959T0",627,785,998,1267,835,1071,555,422,757
"PHYBL_184960T0",17.8189258473431,14.2602688315443,0,21.9879821745267,0,4.48446628864887,0,0,8.89730356764925
"PHYBL_184965T0",579,664,894,1025,750,669,574,456,503
"PHYBL_184973T0",771,728,810,845,616,790,1735,1675,1570
"PHYBL_184978T0",1247,1564,1584,1181,887,961,868,785,973
"PHYBL_184995T0",217,218,291,299,195,227,217,194,161
"PHYBL_184996T0",371,429,318,212,114,194,1002,998,852
"PHYBL_184999T0",17.8189258473431,14.2602688315443,0,21.9879821745267,0,4.48446628864887,0,0,8.89730356764925
"PHYBL_185007T0",349,420,429,561,501,317,292,248,216
"PHYBL_185012T0",3298,4232,6194,7548,4019,5210,2691,2886,3492
"PHYBL_185013T0",4,14.5392898368929,1.46461897863819,2.75887042392703,0,6.34148176508648,4.67191363408235,0.0935463793014544,8.74657817885961
"PHYBL_185014T0",2428,2852,2896,3006,2220,2292,1395,1170,1482
"PHYBL_185016T0",1029,1123,1194,1230,1035,735,524,383,457
"PHYBL_185018T0",103.982043435071,101.975636221919,139.203958743855,103.535156454551,91.0622176928674,62.409540072532,83.930434255661,57.8782262803742,114.218706523394
"PHYBL_185019T0",4034,4693,4492,5262,4302,2960,2316,1564,1680
"PHYBL_185027T0",1152,1144,1309,544,408,429,1931,2090,1956
"PHYBL_185056T0",951,950,866,4403,3488,2942,1323,791,1480
"PHYBL_185062T0",840,950,1002,801,581,602,282,233,210
"PHYBL_185077T0",394,373,524,470,307,363,500,475,222
"PHYBL_185078T0",1612,2013,3076,4467,1762,3739,2256,1732,2851
"PHYBL_185091T0",160,181,147,133,141,95,73,47,86
"PHYBL_185093T0",562,431,519,254,227,177,367,413,429
"PHYBL_185094T0",482,561,667,890,530,609,360,355,449
"PHYBL_185106T0",457,476,713,638,434,579,352,299,348
"PHYBL_185109T0",1413,1450,1339,3401,2341,2305,2903,2721,2462
"PHYBL_185118T0",500,599,626,954,524,779,581,505,621
"PHYBL_185119T0",404,383,421,404,243,316,200,212,277
"PHYBL_185122T0",626,644,585,717,660,374,416,301,358
"PHYBL_185131T0",183,223,286,308,206,278,106,98,194
"PHYBL_185136T0",983,1336,1305,1585,1171,1330,802,766,1117
"PHYBL_185140T0",625,798,765,756,577,539,480,437,430
"PHYBL_185164T0",331,558,654,2013,1071,1553,397,353,401
"PHYBL_185171T0",6275,7565,6664,3869,3625,3044,4096,3438,4303
"PHYBL_185173T0",10965,12029,9862,3005,4734,2165,4831,6135,4622
"PHYBL_185181T0",384,395,533,665,431,506,237,241,273
"PHYBL_185183T0",367,439,434,584,418,433,353,236,340
"PHYBL_185187T0",834,757,806,874,874,535,494,319,399
"PHYBL_18519T0",9,12,17,129,50,43,331,273,219
"PHYBL_185207T0",628,644,719,267,120,235,180,155,151
"PHYBL_185210T0",662,797,969,755,569,687,572,448,615
"PHYBL_185215T0",1198,1561,1231,950,680,758,571,569,534
"PHYBL_185225T0",504,637,778,554,405,421,381,320,407
"PHYBL_185237T0",1716,2079,2452,1509,1199,1272,1096,1013,1155
"PHYBL_185260T0",12959,14036,10442,10422,8909,6630,7626,4882,7133
"PHYBL_185261T0",869,1173,1322,1463,1018,1277,1187,973,1196
"PHYBL_185264T0",898,965,977,1277,883,607,354,270,457
"PHYBL_185275T0",470,593,657,999,661,693,363,260,320
"PHYBL_185288T0",485,584,606,733,516,506,425,400,449
"PHYBL_185294T0",1279,1862,1788,1909,2113,2781,971,983,1800
"PHYBL_185302T0",1477,1767,1856,2753,1974,1643,1483,1162,1594
"PHYBL_185313T0",578,575,1039,1136,753,728,608,521,671
"PHYBL_185315T0",583,656,734,872,686,669,814,628,718
"PHYBL_185328T0",1434,1804,2126,1710,1162,1439,680,514,838
"PHYBL_185336T0",914,1003,1015,1637,1141,807,555,510,599
"PHYBL_185349T0",506,589,655,983,864,897,668,585,617
"PHYBL_185350T0",28,32,36,39,26,29,21,16,21
"PHYBL_185351T0",2321,2263,1893,2092,1877,1120,1231,870,1219
"PHYBL_185363T0",1694.98734827352,1858.98504509185,1368.96804147387,1373.97539314903,1403.97162299448,1008.94874746211,724.982751680099,537.924626211555,850.954518940591
"PHYBL_185364T0",4680,7387,18421,3004,1940,3665,4920,5472,6658
"PHYBL_185376T0",520,535,658,799,528,650,345,367,401
"PHYBL_185387T0",611,671,604,607,416,381,251,238,151
"PHYBL_185390T0",769,718,732,942,737,468,418,248,308
"PHYBL_185393T0",54.4504991156756,76.9204396758725,135.728118560604,108.222676584992,53.1307811098039,87.4476042675009,83.5103151803486,92.5722692559185,81.4740753140733
"PHYBL_185395T0",1598,1575,1731,2755,1805,2153,1229,1134,1730
"PHYBL_185396T0",72,72,102,187,116,86,8,22,9
"PHYBL_185397T0",1542,1581,1602,2274,1656,1493,915,758,891
"PHYBL_185398T0",1292,1268,1342,2455,1509,2058,814,672,1054
"PHYBL_185425T0",1142,1340,1359,1880,1384,1562,884,582,602
"PHYBL_185429T0",532,696,800,702,423,545,207,167,241
"PHYBL_185432T0",5546,5642,5190,4068,2974,1784,1242,1210,1485
"PHYBL_185434T0",82,76,77,127,97,133,60,70,81
"PHYBL_185469T0",3099,3237,3388,3015,2467,2296,1782,1527,1717
"PHYBL_185470T0",2590,3211,3216,3737,2816,2552,1665,1626,2092
"PHYBL_185479T0",765,1047,1086,793,764,637,482,417,534
"PHYBL_185487T0",631,821,736,585,402,487,629,452,568
"PHYBL_185488T0",514,600,637,1948,1547,1998,1459,1296,1262
"PHYBL_185497T0",760,792,1439,327,189,449,10665,14221,12150
"PHYBL_185503T0",1641.67866196636,2619.56248193935,2185.15871692527,1930.6319916879,1789.56391185037,1518.24492606002,962.176871476761,620.674113928596,1730.9201268623
"PHYBL_185512T0",3621,3772,2409,804,769,270,47,18,27
"PHYBL_185527T0",286,382,345,498,284,337,277,282,331
"PHYBL_185532T0",403,483,615,889,551,533,419,413,370
"PHYBL_185544T0",292,245,277,454,269,297,415,212,248
"PHYBL_185553T0",816,939,822,650,666,562,200,208,231
"PHYBL_185555T0",1600,2305,1910,1549,1321,947,305,185,232
"PHYBL_185561T0",218,271,310,296,430,210,114,157,155
"PHYBL_185563T0",2458,3242,3089,4039,2923,3615,1508,1081,1476
"PHYBL_185572T0",3080,4286,5360,4080,3134,3550,2804,3353,4094
"PHYBL_185579T0",863,822,782,401,197,489,143,132,252
"PHYBL_18557T0",10365,12561,11050,7522,6553,5838,4391,3632,4217
"PHYBL_185581T0",795,808,972,1472,1285,935,541,310,581
"PHYBL_185584T0",1982,2040,2391,2067,1168,1328,819,888,977
"PHYBL_185587T0",289,311,353,449,258,314,159,141,153
"PHYBL_185590T0",3855,4427,4771,6583,4946,5862,2472,2108,3390
"PHYBL_185599T0",0,0,0,0,0,0,0,0,0
"PHYBL_185600T0",32.9932299272173,32,42.993364288636,24,37,35,44,31.9327591022204,52.9944697486005
"PHYBL_185602T0",581,950,964,1606,1113,1753,376,248,572
"PHYBL_185609T0",889,1101,1294,1661,1010,1015,777,811,803
"PHYBL_185614T0",5841,5980,4748,3295,3027,2251,887,569,1314
"PHYBL_185615T0",1365,1557,1332,1147,1021,1041,480,268,434
"PHYBL_185619T0",2257,3189,3393,2103,1510,1578,1462,1198,1726
"PHYBL_185622T0",585,635,336,141,141,88,105,56,88
"PHYBL_185623T0",9256,11519,13066,11661,9914,6903,2191,1538,2273
"PHYBL_185624T0",205,242,288,290,222,206,264,324,302
"PHYBL_18562T0",2.01488432167127,0,7.05566037639857,9.06279624255605,14.0733829149404,0,3,3,1.03161332377354
"PHYBL_185638T0",1201,1176,1000,1574,1132,1347,1224,1177,1125
"PHYBL_185644T0",2229,2283,1964,2813,2627,1555,1335,819,1099
"PHYBL_185645T0",4446,5285,4475,4627,3727,3842,2957,2375,2953
"PHYBL_185651T0",753,730,708,1785,1264,1172,2070,1702,1921
"PHYBL_185653T0",692,816,965,1742,1158,1188,449,331,543
"PHYBL_185654T0",302,319,249,574,492,481,125,78,83
"PHYBL_185663T0",460,618,603,415,316,455,269,183,261
"PHYBL_185667T0",685,784,737,1259,840,922,673,515,575
"PHYBL_185673T0",5240,6681,6662,8791,6409,7658,6066,4494,6047
"PHYBL_185676T0",395,474,662,525,394,444,308,320,362
"PHYBL_185687T0",3919,4986,4891,3852,2789,3144,1647,1114,1679
"PHYBL_185690T0",1363,1128,1216,1540,1211,915,822,439,756
"PHYBL_185692T0",20260.4042637438,21283.0702883917,20651.5764908414,15979.0537407052,16036.9325285214,12416.971856022,10500.7914648866,8396.05146898351,10404.278838239
"PHYBL_185704T0",1255,1749,1838,1277,833,857,485,419,559
"PHYBL_185706T0",189,168,228,198,144,191,161,129,121
"PHYBL_185715T0",1141,1903,4453,372,295,901,763,1205,1357
"PHYBL_185716T0",1454,2316,2450,1757,1151,1621,813,663,858
"PHYBL_185726T0",3634,4329,4725,6375,4713,4762,1890,1451,2176
"PHYBL_185730T0",568,699,931,929,572,657,444,406,483
"PHYBL_185732T0",596.958357774968,754.624992829099,939.752626921873,560.81502969062,386.03211606665,379.983146132092,413.767342087606,342.175772081171,497.510436763203
"PHYBL_185733T0",0,0,0,0,0,0,0,0,0
"PHYBL_185738T0",637,831,843,711,544,590,480,484,568
"PHYBL_18573T0",127.5,111,122,148,84.5,92,51.5,54,54.5
"PHYBL_185744T0",280,361,517,638,337,480,321,329,281
"PHYBL_185751T0",1437,1427,1762,1273,975,790,521,415,461
"PHYBL_185753T0",86,120,120,7390,5214,8391,1394,504,1371
"PHYBL_185754T0",928,872.243132787671,991.117860158937,658.309804342162,486.739995915834,369.571641330534,346.780340897969,303.432322880684,306.439260063188
"PHYBL_185773T0",421,508,494,364,279,310,294,315,328
"PHYBL_185781T0",5965,7892,6076,6224,4575,3885,3260,2567,3339
"PHYBL_185782T0",11634.0630263828,13239.1991535067,11212.0391923073,10682,8539.04988894107,8352.06238274041,8924,7684.0624557173,9473
"PHYBL_18578T0",1118,1188,1400,1605,1093,1146,826,719,891
"PHYBL_185790T0",1630,1899,1715,1788,1484,1259,1376,1262,1074
"PHYBL_185794T0",589,597,760,954,711,622,695,643,579
"PHYBL_185797T0",995,1064,1435,1161,937,1092,1334,1399,1192
"PHYBL_185800T0",3746,3923,3139,3793,3497,3657,6856,7028,7966
"PHYBL_185802T0",899,983,1231,1302,976,1131,717,644,824
"PHYBL_185803T0",824,987,960,1034,807,690,431,324,371
"PHYBL_185810T0",6197,6487,6562,4553,3804,2319,1648,980,1478
"PHYBL_185829T0",914,1055,1142,1357,849,1066,720,665,968
"PHYBL_185832T0",12820.919161951,14785.526018917,12199.5290668884,11823.2595159763,10814.769357618,9324.58625965624,8415.67013809868,7524.41823750212,9357.0494728695
"PHYBL_185834T0",565,499,549,593,468,433,408,288,344
"PHYBL_185838T0",1079,1350,1298,2257,1634,1482,556,398,1039
"PHYBL_185839T0",83,68,68,158,138,122,98,79,96
"PHYBL_185845T0",460,548,809,633,365,345,125,104,113
"PHYBL_185846T0",86.1926405681375,84.9024965173499,114.021286072721,67.3188752539024,53.9049644093123,58.0481830082573,78.6421655518131,50.8415510094547,66.4221448819684
"PHYBL_185853T0",6343,6433,6749,5390,6198,2684,3836,3149,2735
"PHYBL_185854T0",513,537,641,696,542,622,591,707,686
"PHYBL_185856T0",696,682,722,769,571,470,546,625,754
"PHYBL_185857T0",1550,2027,2226,4150,2521,2225,1233,1228,1354
"PHYBL_185865T0",818,977,1027,1354,1054,1054,561,439,609
"PHYBL_185877T0",373,389,518,623,446,379,321,236,269
"PHYBL_185884T0",966,1168,1229,1373,991,1011,824,797,883
"PHYBL_185889T0",507,636,809,944,617,714,462,383,659
"PHYBL_185891T0",1648,1980,2667,3321,2499,2947,1386,1008,1706
"PHYBL_185900T0",248,206,309,118,72,107,115,135,143
"PHYBL_185903T0",1503,1849,1715,3780,2915,2680,1272,1247,1590
"PHYBL_185904T0",1634.72656597493,1284.5486680364,1110.25921245392,2979.04051540616,3840.440755167,1681.42922802335,1765.86282067599,1492.39213075899,970.939563437149
"PHYBL_185905T0",2450,2600,2693,2440,1736,1886,1250,1256,1347
"PHYBL_185911T0",1855,1954,1735,2566,1962,1347,1290,1141,1313
"PHYBL_185926T0",5446,6181,7196,9337,6062,5028,2663,2503,2823
"PHYBL_185942T0",1323,1383,1285,1430,1355,759,988,601,674
"PHYBL_185948T0",203,232,232,796,520,698,219,185,232
"PHYBL_185967T0",737,970,964,1283,1023,952,767,453,520
"PHYBL_185968T0",2407,3344,3650,2982,2333,2279,1881,1686,2275
"PHYBL_185969T0",776,667,661,1246,1373,1271,694,720,906
"PHYBL_185971T0",1606,2890,3340,2545,2695,2399,243,154,301
"PHYBL_185983T0",511,520,559,747,513,547,407,349,402
"PHYBL_185999T0",806,1096,1439,1926,1036,1664,880,872,1382
"PHYBL_186010T0",22,22,11.9759177121119,9,17,9,6,6,9
"PHYBL_186013T0",18,13,10,35.338564171343,13,26.982015390854,27.4307692741129,33.5445754073977,47.4464667760116
"PHYBL_186020T0",3549,4716,7060,1538,827,1575,900,1946,1959
"PHYBL_186024T0",901,960,1153,1436,820,1047,926,761,863
"PHYBL_186038T0",7768.69777964853,8283.73392402573,8226.25731062147,7563.59499711255,7298.34210452176,4820.43416400793,4592.54750325035,3474.41274576271,5025.82142254453
"PHYBL_186066T0",5692,6409,6075,5293,3169,3624,6986,6020,6483
"PHYBL_186069T0",171,172,207,254,189,178,211,147,160
"PHYBL_186070T0",1574,1780,2201,2256,1636,1488,1663,1439,1652
"PHYBL_186072T0",7801.35705942994,9831.73859269859,10132,21365,15781,16012.6427668484,14052,10763,13236
"PHYBL_186074T0",2091,2001,2319,3171,2399,1919,1262,1061,1277
"PHYBL_186080T0",1414,1815,2106,2458,1801,1865,1163,1069,1266
"PHYBL_186082T0",263,266,373,421,276,259,163,158,193
"PHYBL_186089T0",0,0,0,34,18,17,13,9,14
"PHYBL_186099T0",765.362719670428,898.141553040916,901.564584357934,1531.66729468758,1176.82668092099,1065.65623484257,922.758630655893,849.742079436775,1013.67532824648
"PHYBL_186111T0",4427,9336,11272,4593,3420,4649,2609,2578,3115
"PHYBL_186124T0",397,587,670,686,692,490,289,366,379
"PHYBL_186125T0",989,1136,1357,1691,1057,969,741,700,785
"PHYBL_186127T0",374,412,520,419,327,356,284,230,290
"PHYBL_186133T0",325,323,366,277,238,178,135,120,157
"PHYBL_186134T0",3773,5445,6937,4807,3046,4945,2078,2521,4503
"PHYBL_186141T0",393,368,484,543,418,385,321,278,288
"PHYBL_186151T0",5873,6342,5744,5988,3772,3860,4343,3019,4089
"PHYBL_186199T0",2061,2452,2322,1720,1399,1311,815,685,1194
"PHYBL_186211T0",3789,4210,4185,3189,2148,2358,1326,931,1202
"PHYBL_186217T0",1038,1023,1356,771,475,720,438,379,450
"PHYBL_186233T0",551,771,965,1101,775,921,701,701,625
"PHYBL_186235T0",521,663,776,1073,673,787,443,354,503
"PHYBL_186239T0",3412,3914,3779,2872,2077,1610,1449,1134,1357
"PHYBL_186250T0",547,682,676,720,585,501,620,398,521
"PHYBL_186251T0",286,313,330,424,417,245,299,172,241
"PHYBL_186254T0",264,270,392,131,86,217,124,139,218
"PHYBL_186260T0",199,193,246,308,234,221,164,109,205
"PHYBL_186261T0",354,381,546,429,270,358,270,211,318
"PHYBL_186262T0",342,628,780,508,291,456,303,487,542
"PHYBL_186263T0",7,2,1,0,1,0,5,6,5
"PHYBL_186294T0",1099,1219,1386,1832,1223,1033,605,509,612
"PHYBL_186295T0",660,752,846,858,654,699,502,405,626
"PHYBL_186307T0",604,646,708,899,634,568,446,377,510
"PHYBL_186311T0",674,869,892,888,586,645,521,441,564
"PHYBL_186315T0",0,0,0,0,0,0,0,1.06281350570165,0
"PHYBL_186318T0",1277,1512,1717,2038,1221,1607,783,767,963
"PHYBL_186324T0",1722,2106,2236,2173,1419,1607,878,731,916
"PHYBL_186325T0",36,33,61,11,1,2,13,14,8
"PHYBL_186327T0",2607,2841,3673,3924,2940,2450,2063,1799,2183
"PHYBL_186332T0",844,1000,940,1354,1063,1008,632,493,666
"PHYBL_186333T0",5979.41614665626,6148.54602405691,6710.99349843393,5452.39929519561,5076.59189759832,4597.90381907055,4614.98535362334,3811.7211195249,3709.86426833359
"PHYBL_186339T0",154,226,322,280,140,267,151,114,167
"PHYBL_186344T0",407,505,573,537,335,442,219,243,209
"PHYBL_186352T0",92,101,92,58,55,57,43,57,48
"PHYBL_186361T0",285,396,472,683,383,497,374,315,380
"PHYBL_186366T0",505,817,695,2615,2355,2180,390,210,306
"PHYBL_186367T0",3832,4642,4536,7409,5371,6112,2840,2458,3506
"PHYBL_186379T0",0,0,0,0,0,0,0,0,0
"PHYBL_186386T0",508,481,473,486,366,209,232,167,270
"PHYBL_186388T0",623,828,814,1138,763,871,533,443,737
"PHYBL_186394T0",2530,3256,3270,2736,2007,1959,1543,1271,1732
"PHYBL_186402T0",90,124,144,113,66,83,85,96,113
"PHYBL_186408T0",533,768,894,1503,807,763,809,823,775
"PHYBL_186412T0",462,375,363,578,593,354,237,158,220
