"","BC.r1","BC.r2","BC.r3","Pre.r1","Pre.r2","Pre.r3","Pos.r1","Pos.r2","Pos.r3"
"PHYBL_100201T0",374,442,529,1032,612,703,460,269,397
"PHYBL_100217T0",0,0,0,0,0,0,0,0,0
"PHYBL_100229T0",242,228,414,1029,554,746,304,217,305
"PHYBL_100240T0",379,509,572,369,282,307,260,305,320
"PHYBL_100304T0",131,125,109,52,52,77,45,36,33
"PHYBL_100335T0",485,467,533,1319,856,984,467,403,387
"PHYBL_100373T0",0,0,0,0,0,0,0,0,0
"PHYBL_100399T0",39,27,34,79,48,67,14,9,24
"PHYBL_100400T0",54,74,168,9,7,13,75,122,121
"PHYBL_100404T0",885,1438,2047,1125,812,788,361,278,327
"PHYBL_100411T0",119,167,180,201,157,173,88,121,117
"PHYBL_100427T0",142,100,131,58,19,26,575,552,551
"PHYBL_100442T0",77,78,113,2051,937,890,8852,9436,6135
"PHYBL_100445T0",20,21,36,134,87,100,28,30,50
"PHYBL_100497T0",887,1023,1008,1189,1057,951,1646,1701,1531
"PHYBL_100505T0",383,401,461,634,465,556,353,258,314
"PHYBL_100540T0",2775,2841,2453,2235,1868,1011,954,719,826
"PHYBL_100577T0",443,428,537,435,370,255,250,154,210
"PHYBL_100582T0",946,1177,1064,1170,811,910,384,324,801
"PHYBL_100611T0",822,782,1042,1037,749,655,378,477,680
"PHYBL_100613T0",36,36,39,38,9,15,7,19,11
"PHYBL_100614T0",912,920,1222,1969,1293,1057,615,438,498
"PHYBL_100632T0",337,284,316,108,88,128,119,146,126
"PHYBL_100643T0",158,121,168,190,130,111,37,59,61
"PHYBL_100646T0",332,431,485,456,313,393,195,149,197
"PHYBL_100661T0",480,381,407,1501,1308,682,706,593,751
"PHYBL_100673T0",0,0,0,0,0,0,0,0,0
"PHYBL_100690T0",662,796,844,993,739,657,440,278,415
"PHYBL_100694T0",149,229,229,218,177,194,334,296,289
"PHYBL_100719T0",349,410,430,515,364,345,247,193,203
"PHYBL_100772T0",126,158,129,167,115,86,215,147,169
"PHYBL_100837T0",309,407,391,477,382,350,265,200,271
"PHYBL_100857T0",0,4.30932598862802e-06,0,0,0,0,0,0,0
"PHYBL_100869T0",929,942,1119,1001,724,549,489,413,476
"PHYBL_100871T0",720,913,830,627,438,429,181,164,175
"PHYBL_100880T0",4208,3882,2857,2687,2706,2426,1403,1109,1158
"PHYBL_100882T0",249,261,379,579,416,416,156,118,162
"PHYBL_100883T0",2074,2689,2364,1535,1422,1359,629,722,818
"PHYBL_100890T0",256,395,450,477,323,363,221,192,180
"PHYBL_100895T0",400,437,460,385,251,283,216,181,230
"PHYBL_100923T0",152,157,182,415,303,213,157,135,207
"PHYBL_100991T0",133,89,127,11,26,13,16,30,21
"PHYBL_101010T0",77,96,88,172,114,145,64,41,64
"PHYBL_101025T0",156,135,175,233,132,174,152,105,142
"PHYBL_101035T0",177,206,262,297,170,169,84,99,100
"PHYBL_101037T0",615,770,761,874,544,653,296,192,320
"PHYBL_101073T0",128,110,117,307,218,296,163,106,115
"PHYBL_101082T0",432,419,551,852,541,546,280,196,264
"PHYBL_101092T0",1058,1068,1040,2141,1415,1614,1430,1518,1802
"PHYBL_101127T0",0,0,0,0,0,0,0,0,0
"PHYBL_101129T0",165,180,205,49,35,51,57,50,48
"PHYBL_101143T0",0,0,0,0,0,0,0,0,0
"PHYBL_101207T0",946,1157,1126,3236,2687,2888,454,280,451
"PHYBL_101235T0",343,384,412,663,418,459,197,130,204
"PHYBL_101239T0",534,479,515,561,516,370,308,209,270
"PHYBL_101252T0",221,253,208,270,226,218,159,121,148
"PHYBL_101260T0",335,281,366,413,279,296,248,237,208
"PHYBL_101264T0",0,0,0,0,0,0,0,0,0
"PHYBL_101272T0",143,184,244,101,96,118,37,31,65
"PHYBL_101274T0",0,4,2,5.0919171123844,0,1.03535866314704,1,2,0
"PHYBL_101283T0",15.0845173998854,10.6489387628834,9.66345243662693,11.3849389668031,3.13600146521025,10.9920239902351,6.53993139232662,2.15708246360567,7.7379669227667
"PHYBL_101322T0",0,0,0,0,0,0,0,0,0
"PHYBL_101372T0",573,647,670,1829,1123,1037,365,330,448
"PHYBL_101383T0",139,154,199,180,146,107,180,164,166
"PHYBL_101399T0",193,184,273,126,83,155,170,119,155
"PHYBL_101433T0",843,912,1092,1543,1019,994,581,469,625
"PHYBL_101503T0",278,411,376,216,180,251,55,65,75
"PHYBL_101513T0",1199,2261,4061,207,113,528,498,938,1026
"PHYBL_101552T0",1327,1465,1486,2233,1903,1238,729,545,788
"PHYBL_101640T0",842,771,823,1307,981,688,477,359,447
"PHYBL_101648T0",176,43,96,179,132,150,82,81,88
"PHYBL_101790T0",553,527,644,718,539,466,463,353,399
"PHYBL_101810T0",904,915,977,1678,1115,919,955,848,973
"PHYBL_10188T0",794,830,1013,304,246,220,485,257,488
"PHYBL_101903T0",92,89,113,7,1,4,22,6,27
"PHYBL_101906T0",399,435,491,657,488,505,345,299,312
"PHYBL_102003T0",0,0,0,0,0,0,0,0,0
"PHYBL_102004T0",0,0,0,0,0,0,0,0,0
"PHYBL_102018T0",1.99950414643984,6.70080437183322,6.86797757225557,3.5,1,2.5,2,0,3.46398878316986
"PHYBL_102019T0",85,69,103,66,41,59,44,38,48
"PHYBL_102021T0",1.99950414643984,6.70080437183322,6.86797757225557,3.5,1,2.5,2,0,3.46398878316986
"PHYBL_102024T0",13.310127852739,19.4723649290692,19.6980663652362,14.4014980325913,18.8332312384956,7.65914221748941,28.5999506258414,14.3902235029245,27.8682638924924
"PHYBL_102026T0",0,0,0,93.3743511892474,72.9227979449102,87.1244378451072,56.0427399015926,49.1424838475136,44.2808092837431
"PHYBL_102041T0",2.71759607959351,19.4255564318398,15.0714845771654,0,3.44414161214705,0,0,1.9242184019546,10.0624147868707
"PHYBL_102049T0",0,0,0,0,0,0,0,0,0
"PHYBL_102050T0",259,290,307,418,296,302,206,207,214
"PHYBL_102063T0",451,407,591,1116,751,586,465,317,366
"PHYBL_102084T0",0,0,0,0,0,0,0,0,0
"PHYBL_102089T0",12.1005925942571,25.2822750997364,16.4527599017915,9.85369302776759,4.3298236321171,9.70690051169759,8.57367628505278,7.65491746530629,10.5193279316204
"PHYBL_102100T0",0,4,0.890283059947275,0.998251364274946,0,0.993117484794102,0,1.77177601064319,0.633013731282093
"PHYBL_102101T0",0,0,0,0,0,0,0,0,0
"PHYBL_102109T0",0,0,0,0,0,0,0,0,0
"PHYBL_102112T0",0,0,0,0,0,0,0,0,0
"PHYBL_102113T0",0,0,0,0,0,0,0,0,0
"PHYBL_102124T0",14,20,25,20,17,21,18,10,32
"PHYBL_102129T0",3.58433837564689,13.006670953121,21.4462268538089,4,8.99286365404727,8.25272010541263,6.42632371494722,1.27295870810295,6.04067500988553
"PHYBL_102132T0",0,0,0,0,0,0,0,0,0
"PHYBL_102135T0",0,0,0.109716940052725,0.00174863572505354,0,0.00688251520589804,0,0.228223989356806,0.366986268717907
"PHYBL_102136T0",0,0,0,0,0,0,0,0,0
"PHYBL_102152T0",0,0,0,0,0,0,0,0,0
"PHYBL_102153T0",0,0,0,0,0,0,0,0,0
"PHYBL_102157T0",0,0,0,0,0,2,0,0,0
"PHYBL_102160T0",88,74,80,55,34,44,90,91,121
"PHYBL_102164T0",0,0,0,0,0,0,0,0,0
"PHYBL_102175T0",0,0,0,0,0,0,0,0,0
"PHYBL_102179T0",0,0,0,0,0,0,0,0,0
"PHYBL_102181T0",1,0,1.73944254240432,0,0,0,0,0,0
"PHYBL_102185T0",0,0,0,0,0,0,0,0,0
"PHYBL_102198T0",0,0,0,0,0,0,0,0,0
"PHYBL_102202T0",0,0,0,0,3,0,0,1,0
"PHYBL_102204T0",0,0,0,0,0,0,0,0,0
"PHYBL_102215T0",0,0,0,0,0,0,0,0,0
"PHYBL_102220T0",0,0,0,3.1840617382239,0,0,0,0,1
"PHYBL_102221T0",6.95225816571836,3.54151362229134,12.0761336466617,8.4446863773919,2.50197682552147,6.96909024849803,0,1,5.64153663124493
"PHYBL_102222T0",0,1.07545552836552,0,0,0,0,0,0,0
"PHYBL_102225T0",81.1998919307338,136.808660229788,136.831119926675,85.1365295864072,69.4628873648998,84.9571889380368,50.4138243577177,35.9774387712433,71.3513569567293
"PHYBL_102227T0",0,0,0,0,0,0,0,0,0
"PHYBL_102236T0",15.8158363062528,21.8677377459681,15.9083177599362,14.87151069303,12.2533639606368,28.2750502589688,15.5439571950695,6.02256122875672,13.2288073541447
"PHYBL_102238T0",15.0477418342816,21.1906123558973,21.8205442348909,8.89549175541841,2.49802317447853,4.69216445853282,9,3.12773302551297,12.065412171238
"PHYBL_102239T0",0,0.902419401541023,0,0,0,0,0,0,0
"PHYBL_102250T0",0,0,0,0,0,0,0,0,0
"PHYBL_102252T0",0,0,0,2.01525500915736,0,0,0,0,0
"PHYBL_102253T0",0,0,0,0,0,0,0,0,0
"PHYBL_102255T0",0,3.25233838294207,0,0,2,2.14786665863256,2.04405833599668,0,0
"PHYBL_102272T0",0,1.04879029922949,0,0,0,0,0,0,0
"PHYBL_102296T0",0,0,0,0,0,0,0,0,0
"PHYBL_102304T0",0,0,0,0,0,1.02607714235822,4,2.02828393854495,2.03832360912922
"PHYBL_102309T0",0,0,0,0,0,0,0,0,0
"PHYBL_102310T0",0,0,0,0,0,0,0,0,0
"PHYBL_102311T0",64,97,113,132,85,102,55,46,69
"PHYBL_102312T0",9,21,21,15,6,13,9,4,16
"PHYBL_102313T0",0,0,0,0,0,0,0,0,0
"PHYBL_102316T0",0,1.04879029922949,0,0,0,0,0,0,0
"PHYBL_102318T0",0,0,0,0,0,0,0,0,0
"PHYBL_102322T0",0,0,0,0,0,0,0,0,0
"PHYBL_102328T0",0,0,0,0,0,0,0,0,1
"PHYBL_102330T0",0,0,0,0,0,0,0,0,0
"PHYBL_102333T0",67,136.143332115503,122.316010131917,88.6598218671897,54,69.6820943471251,46,63.8439830359421,102.518952842324
"PHYBL_102335T0",4,2,5,30,2,11,11,18,9
"PHYBL_102363T0",2,1,0,5,0,1.42335121918854,0,0,1
"PHYBL_102373T0",0,1,0,1,1,1.57664878081146,0,0,0
"PHYBL_102376T0",0,0,0,0,0,0,0,0,0
"PHYBL_102385T0",21,45,42,19,17,31,10,10,22
"PHYBL_102389T0",0,0,0,0,0,0,0,0,0
"PHYBL_102406T0",801,893,910,885,694,373,205,174,271
"PHYBL_102412T0",5.36363636363637,3.25352112676056,24.4301075268817,2.875,2.73913043478261,17.9545454545455,4.42424242424242,6.51219512195122,2.7
"PHYBL_102425T0",0,0,0,0,0,0,0,0,0
"PHYBL_102450T0",0,0,0,0,0,0,0,0,2
"PHYBL_102468T0",0,0,0,0,0,0,0,0,0
"PHYBL_102474T0",108.984271763013,121.181666951304,134.260562313389,94.5066600595505,59.2801251246274,78.7677608029944,31,30,69.419835689126
"PHYBL_102485T0",0,0,0,0,0,0,0,0,0
"PHYBL_102486T0",43,52,62,79,39,44,33,20,46
"PHYBL_102505T0",400,403,550,483,345,435,327,257,340
"PHYBL_102509T0",18,19,43,2,8,11,6,4,8
"PHYBL_102534T0",0,0,0,0,0,0,0,0,0
"PHYBL_102536T0",0,0,0,0,0,0,0,0,0
"PHYBL_102563T0",210,272,260,216,161,165,155,207,177
"PHYBL_102585T0",157,170,217,248,170,193,116,73,113
"PHYBL_102599T0",205,239,316,357,282,229,149,93,143
"PHYBL_102610T0",4309,4877,6336,5153,3445,4502,5777,6768,6934
"PHYBL_102618T0",86,88,103,58,48,60,89,88,80
"PHYBL_102727T0",145,134,116,145,115,136,70,54,84
"PHYBL_102741T0",92,91,69,266,162,208,211,196,199
"PHYBL_102763T0",35,51,35,97,47,68,76,86,59
"PHYBL_102790T0",317,331,357,251,196,176,205,195,201
"PHYBL_102826T0",313,421,549,1023,575,468,802,1374,757
"PHYBL_102842T0",193,202,186,150,102,91,83,45,78
"PHYBL_102846T0",30,51,43,208,193,157,63,32,37
"PHYBL_102850T0",985,970,1001,1358,1250,938,402,350,333
"PHYBL_102906T0",205,178,214,252,165,195,142,95,149
"PHYBL_102927T0",730,867,889,869,625,631,541,475,604
"PHYBL_102930T0",21,13,25,15,27,14,18,15,18
"PHYBL_102956T0",76,68,112,178,82,153,33,37,46
"PHYBL_102959T0",4518,4551,3600,5848,5041,3203,2239,1597,2405
"PHYBL_102969T0",250,336,382,285,209,227,196,151,193
"PHYBL_102972T0",170,180,171,204,161,195,76,65,113
"PHYBL_102973T0",2635,2946,3010,2544,1800,1697,980,883,1028
"PHYBL_103057T0",224,266,266,286,205,225,196,144,206
"PHYBL_103082T0",151,150,123,199,165,194,60,39,64
"PHYBL_103098T0",0,0,0,0,0,0,0,0,0
"PHYBL_103143T0",84,88,105,106,61,80,60,49,53
"PHYBL_103163T0",136,120,115,81,45,45,30,23,37
"PHYBL_103175T0",291,212,243,59,59,41,72,103,100
"PHYBL_103204T0",400,527,611,425,319,390,461,474,565
"PHYBL_103224T0",363,300,285,195,115,164,135,93,118
"PHYBL_103278T0",13884.5933591667,14809.6684818286,12174.0503865738,7788.76887051509,8724.19177880301,5720.21789051589,8267.65337137582,5974.30702768467,7288.2893902163
"PHYBL_103298T0",104,90,94,111,95,85,62,51,72
"PHYBL_103343T0",6,11,4,6,2,3,13,16,9
"PHYBL_103357T0",239,347,291,296,251,236,185,167,187
"PHYBL_103409T0",171.636363636364,227.746478873239,259.569892473118,66.125,60.2608695652174,61.0454545454545,68.5757575757576,82.4878048780488,105.3
"PHYBL_103436T0",193,296,179,254,187,193,69,45,78
"PHYBL_103448T0",54,60,91,49,42,55,33,30,24
"PHYBL_103465T0",76,67,60,207,120,113,64,37,39
"PHYBL_103466T0",919,1482,968,477,360,354,105,41,136
"PHYBL_103513T0",209,178,267,327,217,208,132,129,144
"PHYBL_10352T0",492,592,555,694,464,502,259,192,259
"PHYBL_103533T0",0,0,0,0,0,0,0,0,0
"PHYBL_103546T0",0,0,0,0,0,0,0,0,0
"PHYBL_103563T0",0,0,0,0,1,0,0,0,0
"PHYBL_103576T0",19,18,17,3,12,4,14,6,20
"PHYBL_103652T0",923,1036,1093,1260,937,747,810,653,796
"PHYBL_103659T0",63,119,140,17,13,21,8,6,13
"PHYBL_103666T0",2820,3095,2632,2101,1324,940,919,397,597
"PHYBL_103689T0",1052,1419,1523,399,179,305,206,527,420
"PHYBL_103690T0",432,454,578,701,522,553,250,236,300
"PHYBL_103691T0",381,618,623,329,141,224,163,329,331
"PHYBL_103712T0",524,545,636,432,373,323,320,234,241
"PHYBL_103719T0",0,0,0,0,0,0,0,0,0
"PHYBL_103720T0",637,605,632,728,467,583,417,351,377
"PHYBL_103725T0",0,0,0,0,0,0,0,0,0
"PHYBL_103735T0",374,393,560,826,437,478,288,322,345
"PHYBL_103736T0",31,44,56,52,27,58,32,24,17
"PHYBL_103743T0",1884,1723,1654,1502,1603,864,886,552,719
"PHYBL_103744T0",94,79,88,6,10,10,34,31,101
"PHYBL_103751T0",3,2,5,2,6,3,10,6,2
"PHYBL_103752T0",1647,2119,1420,569,470,493,269,100,254
"PHYBL_103777T0",269,216,366,4276,2402,4519,5617,3447,4981
"PHYBL_103796T0",560,422,425,389,170,236,482,528,570
"PHYBL_103830T0",284,209,222,344,294,213,137,83,133
"PHYBL_103841T0",261,452,492,542,340,565,102,127,224
"PHYBL_103870T0",6,14,8,34,9,14,61,57,52
"PHYBL_103888T0",202,202,217,271,209,214,305,241,238
"PHYBL_103899T0",54,46,68,61,58,42,42,30,43
"PHYBL_103911T0",75,85,108,86,75,56,38,33,12
"PHYBL_103959T0",669,798,856,964,715,725,198,265,222
"PHYBL_103966T0",178,149,109,93,112,50,38,24,37
"PHYBL_103967T0",59,66,105,21,21,20,4,4,10
"PHYBL_103986T0",258,270,254,489,358,355,199,143,184
"PHYBL_103987T0",372,429,502,1003,656,424,346,296,297
"PHYBL_103993T0",20,17,35,25,16,36,7,3,18
"PHYBL_103994T0",163,164,127,188,137,179,106,93,74
"PHYBL_104004T0",26,40,32,57,35,56,11,15,22
"PHYBL_104006T0",248,281,260,227,166,231,257,210,168
"PHYBL_104010T0",221,247,242,286,180,184,156,138,143
"PHYBL_104017T0",38,46,55,63,40,114,127,187,220
"PHYBL_104018T0",2,7,8,67,44,42,8,14,13
"PHYBL_104036T0",391,329,430,542,471,254,201,172,177
"PHYBL_104066T0",152,132,98,217,140,177,85,83,131
"PHYBL_104067T0",230,237,264,495,424,449,219,150,178
"PHYBL_104073T0",97,195,163,82,62,61,53,16,24
"PHYBL_104075T0",25,45,41,39,39,43,38,20,28
"PHYBL_104084T0",23,40,13,13,38,10,11,3,1
"PHYBL_104085T0",129,149,213,64,46,35,15,8,8
"PHYBL_104138T0",28,54,43,44,27,37,23,6,16
"PHYBL_104139T0",761,876,970,975,672,664,492,282,396
"PHYBL_104141T0",232,309,293,313,239,338,187,147,214
"PHYBL_104159T0",209,360,296,363,273,274,426,421,445
"PHYBL_104182T0",7,11,20,16,10,15,9,5,5
"PHYBL_104193T0",6,6,6,11,11,2,4,2,1
"PHYBL_104195T0",285,265,251,422,341,295,280,309,282
"PHYBL_104196T0",261,378,427,449,283,376,200,281,389
"PHYBL_104200T0",720,910,992,766,628,702,259,244,256
"PHYBL_104212T0",1,0,0,0,0,0,0,6,3
"PHYBL_104215T0",5,10,2,0,0,0,0,0,1
"PHYBL_104241T0",394,363,398,456,337,285,230,195,188
"PHYBL_104245T0",182,275,310,336,242,219,182,173,223
"PHYBL_104250T0",4,13,13,5,5,3,2,3,3
"PHYBL_104251T0",51,63,67,85,56,56,61,35,46
"PHYBL_104253T0",68,73,90,60,36,48,67,27,41
"PHYBL_104254T0",58,57,78,36,35,38,35,26,46
"PHYBL_104260T0",115,151,177,177,124,124,118,87,81
"PHYBL_104330T0",30,63,50,68,34,44,22,25,27
"PHYBL_104331T0",128,138,119,64,46,32,5,1,4
"PHYBL_104333T0",774,810,763,1326,857,918,736,583,654
"PHYBL_104334T0",184,290,365,149,106,72,0,2,2
"PHYBL_104335T0",108,123,143,168,143,164,196,171,181
"PHYBL_104342T0",188,230,254,126,106,108,4,4,5
"PHYBL_104343T0",251,347,301,245,161,191,104,109,121
"PHYBL_104416T0",1063,1165,1010,764,603,546,390,371,329
"PHYBL_104436T0",308,169,230,46,35,30,23,31,22
"PHYBL_104438T0",401,490,427,481,311,459,659,677,619
"PHYBL_104459T0",0,0,0,0,0,0,0,0,0
"PHYBL_104465T0",455,533,635,810,590,533,292,254,347
"PHYBL_104483T0",711,1277,1190,3433,2343,2428,1760,1084,1530
"PHYBL_104504T0",141,138,213,257,134,127,91,77,97
"PHYBL_104565T0",87,65,60,120,90,69,48,42,69
"PHYBL_104584T0",228,313,312,220,206,185,180,112,182
"PHYBL_104605T0",0,0,0,0,0,0,0,0,1
"PHYBL_10461T0",1189,1760,1567,653,803,719,319,311,363
"PHYBL_104637T0",220,247,275,207,148,187,137,103,105
"PHYBL_104644T0",476,563,604,735,541,496,293,163,238
"PHYBL_104648T0",0,1,0,0,0,0,0,0,0
"PHYBL_104653T0",73,70,70,109,72,56,59,27,48
"PHYBL_104663T0",56.1385042477912,78.7138886184147,72.5044906565222,110.625576563677,86.2845122510911,87.5934691263233,79.0113205416708,82.4996656763957,84.9869041389821
"PHYBL_104666T0",1274,1436,1476,911,691,709,717,623,620
"PHYBL_104671T0",46,38,41,12,13,10,15,17,20
"PHYBL_104675T0",483,471,584,663,540,512,292,221,271
"PHYBL_104703T0",1012,1085,1268,1476,1025,1123,672,601,742
"PHYBL_104704T0",9768,9975,10482,12976,10607,7891,5846,4214,4642
"PHYBL_104709T0",569,600,594,366,189,262,1367,2103,1523
"PHYBL_104733T0",0,0,0,0,0,0,0,0,0
"PHYBL_104739T0",377,356,501,914,535,509,218,199,215
"PHYBL_104792T0",833,1058,1192,1836,1149,1351,658,440,687
"PHYBL_104815T0",1130,1408,1507,1589,1192,1361,978,819,921
"PHYBL_104822T0",1163,1175,1639,2523,1731,1365,445,353,385
"PHYBL_104869T0",257,238,357,2095,1162,1634,466,369,531
"PHYBL_104922T0",157,171,184,127,161,66,80,43,52
"PHYBL_104926T0",137,181,193,198,129,122,87,83,130
"PHYBL_104946T0",3512,4312,4692,3166,2230,2344,1131,790,948
"PHYBL_104965T0",151,185,171,678,437,617,268,150,290
"PHYBL_104968T0",2712,3213,3307,3466,2630,2501,1829,1667,2167
"PHYBL_104999T0",29,40,35,31,21,27,19,18,12
"PHYBL_105004T0",1514,2407,1940,15748,9878,10154,2319,1088,2090
"PHYBL_105006T0",1.059203612935,0,0,0.522497706944887,0,0,0.961069385093218,0,2.86521689955023
"PHYBL_105026T0",337,366,338,556,449,303,212,164,204
"PHYBL_105035T0",307,363,346,449,294,352,384,279,344
"PHYBL_105039T0",37,68,99,78,55,58,64,42,61
"PHYBL_105042T0",418,545,589,468,359,364,463,514,533
"PHYBL_105061T0",803,887,1006,1052,681,958,500,418,557
"PHYBL_105069T0",2475,2565,3043,2541,1968,1703,1248,1201,1084
"PHYBL_105105T0",355,488,516,542,364,395,322,254,278
"PHYBL_105117T0",3919,4916,3277,1828,1578,862,242,222,286
"PHYBL_105123T0",5.3626674828995,0,0,3.15193246465645,2.14528023310997,0,3.97823130720511,4.38546499964842,4.38417628020265
"PHYBL_105125T0",1407,1207,1281,3693,2262,2111,1759,1475,1645
"PHYBL_105183T0",135,134,187,154,117,120,141,144,178
"PHYBL_105231T0",370,404,512,564,375,488,321,259,338
"PHYBL_105239T0",500,501,502,541,328,340,458,344,417
"PHYBL_105245T0",2807,2678,2439,2200,1814,1336,1685,1349,1540
"PHYBL_105249T0",0,0,0,0,2.2199987359899,0,7.13704750913031,10.8757295655943,2.41537331829216
"PHYBL_105265T0",865,857,849,1595,1447,1024,1620,1327,1566
"PHYBL_105303T0",849,826,834,600,496,412,309,254,350
"PHYBL_105311T0",298,310,409,635,395,387,205,249,287
"PHYBL_105314T0",1755,2149,2385,2125,1627,1993,1416,1094,1436
"PHYBL_105322T0",976,1208,1215.09381768613,1385,1040,687,178,88,130
"PHYBL_105323T0",277,303,279,162,123,162,27,5,14
"PHYBL_105329T0",0,0,0,0,0,0,0,0,0
"PHYBL_105376T0",1485,1384,1353,2010,1542,1340,899,770,914
"PHYBL_105399T0",6101,7297,7548,7724,4374,6062,10065,10264,11223
"PHYBL_105401T0",0,0,0,0,0,0,0,0,0
"PHYBL_105407T0",675,695,790,980,740,711,345,288,377
"PHYBL_105409T0",1168,1260,1300,784,637,598,757,727,785
"PHYBL_105433T0",280,245,231,175,129,140,239,296,343
"PHYBL_105457T0",0,0,1,0,0,0,48,215,20
"PHYBL_105543T0",695,740,732,557,470,283,406,259,350
"PHYBL_105554T0",753,820,990,1024,703,948,578,606,619
"PHYBL_105609T0",241,260,229,637,492,414,253,179,233
"PHYBL_105618T0",950.380421043439,1240.10635187961,1181.41625286444,1116.17749555778,657.59685290789,747.406530873677,12990.6837288107,12037.9002485718,4639.18555481253
"PHYBL_105635T0",446,556,478,595,467,475,221,171,289
"PHYBL_105670T0",1002,1230,1356,1412,1097,1000,661,605,641
"PHYBL_105673T0",5261,6800,6108,4857,5016,4528,1154,917,1176
"PHYBL_105691T0",333,293,401,962,547,665,360,359,410
"PHYBL_105693T0",375,504,514,677,463,465,254,245,298
"PHYBL_105705T0",1185,1281,1287,1235,1056,1066,970,841,784
"PHYBL_105709T0",99,101,94,175,138,96,197,139,145
"PHYBL_105717T0",442,485,667,1044,576,638,273,226,294
"PHYBL_105726T0",438,592,608,372,343,288,224,251,233
"PHYBL_105731T0",1550,1630,1702,2487,1510,1754,1161,865,1007
"PHYBL_105744T0",2099,2808,3317,3771,2610,2997,3127,3076,3336
"PHYBL_105799T0",32,18,30,6,5,5,23,56,56
"PHYBL_105809T0",428,474,433,640,394,402,304,252,283
"PHYBL_105827T0",1357,1598,1689,2033,1448,1372,995,874,1003
"PHYBL_105865T0",249,212,297,412,251,261,162,129,132
"PHYBL_105884T0",285,332,364,337,259,260,200,216,186
"PHYBL_105894T0",1237,1546,1512,1892,1359,1550,592,452,560
"PHYBL_105943T0",237,269,287,360,261,255,165,144,199
"PHYBL_105951T0",3718,5835,6171,4578,3642,3147,4313,4364,4838
"PHYBL_105970T0",1492,1601,1450,1555,1227,1019,745,541,784
"PHYBL_106010T0",1736,1917,1939,2495,1819,1706,1357,1185,1325
"PHYBL_106019T0",173,147,195,308,292,183,145,150,141
"PHYBL_106023T0",396,524,687,604,359,571,182,181,209
"PHYBL_106032T0",29,69,54,57,39,69,20,9,38
"PHYBL_106034T0",145,175,286,281,220,235,160,126,175
"PHYBL_106045T0",1647,1621,3485,108,66,95,329,775,368
"PHYBL_106058T0",671,678,726,743,579,488,440,257,295
"PHYBL_106131T0",1338,1362,1588,3603,1846,2041,780,552,985
"PHYBL_10626T0",884,965,993,1469,1115,1399,976,814,874
"PHYBL_106288T0",144,111,132,53,38,43,51,33,53
"PHYBL_106306T0",65,84,77,262,158,195,107,73,108
"PHYBL_106313T0",667,635,686,849,643,543,769,806,837
"PHYBL_106324T0",21,28,29,43,25,25,31,22,36
"PHYBL_106355T0",0,0,0,0,0,0.0652347834647738,0,0,0
"PHYBL_106356T0",2787,2980,2893,2711,2322,1403,1757,1303,1447
"PHYBL_106384T0",678,834,834,1072,779,683,482,393,501
"PHYBL_1063T0",368,500,777,477,329,480,1070,1098,1036
"PHYBL_106408T0",360,423,487,542,351,368,283,216,283
"PHYBL_106472T0",237,294,271,288,164,181,438,441,441
"PHYBL_106479T0",1773,2695,2946,3348,2723,2463,1229,1016,1689
"PHYBL_106496T0",612,672,989,1106,827,671,781,645,792
"PHYBL_106531T0",1,4,6,42,17,24,180,185,230
"PHYBL_106564T0",757,832,949,1716,1121,1008,579,547,565
"PHYBL_106612T0",1959,2217,1884,2130,1821,1453,1553,1053,1470
"PHYBL_106623T0",6318,7287,6407,5690,5438,3231,5408,4536,4096
"PHYBL_106646T0",741,808,758,545,434,400,182,138,250
"PHYBL_106709T0",1442,1603,1470,2150,1539,1343,1050,789,919
"PHYBL_106719T0",147,120,100,80,22,30,47,35,57
"PHYBL_106749T0",0,0,0,0,0,0,0,0,0
"PHYBL_106758T0",3328,2413,2445,871,467,353,791,770,1029
"PHYBL_106795T0",33,41,42,85,27,57,16,15,6
"PHYBL_106810T0",112,158,227,98,115,95,80,98,115
"PHYBL_106835T0",1011,1174,1087,1322,986,866,738,609,813
"PHYBL_106839T0",1354,1455,2011,3023,2024,2455,2143,2386,2471
"PHYBL_106870T0",332,378,406,683,382,344,310,246,259
"PHYBL_106900T0",336,340,390,469,275,346,391,275,343
"PHYBL_106919T0",2637,3508,4065,3233,2860,2995,2804,2409,3065
"PHYBL_106940T0",312,152,241,27,22,22,69,87,130
"PHYBL_106941T0",1236,1417,1818,1520,754,934,1523,1534,1511
"PHYBL_106945T0",0,0,0.023347037859055,0,0,0,0,0,0.0328868929218298
"PHYBL_106954T0",176,143,163,83,42,37,30,21,27
"PHYBL_106968T0",1513,1479,1573,1540,1592,1024,1129,970,1116
"PHYBL_107014T0",1621,1575,1270,1108,1087,590,700,463,616
"PHYBL_107019T0",1040,1094,1335,2201,1398,1257,974,954,1083
"PHYBL_107057T0",59,76,73,111,64,104,40,39,43
"PHYBL_107085T0",5643,6291,6109,6463,6056,4208,3890,2831,4220
"PHYBL_107093T0",7616,10012,10412,10716,5710,5498,3453,2123,2806
"PHYBL_107113T0",291,240,253,565,296,222,211,158,233
"PHYBL_107123T0",2,100,539,27,20,115,13,10,27
"PHYBL_107125T0",167,122,136,1,4,1,14,12,15
"PHYBL_107139T0",666,684,757,584,447,532,423,342,420
"PHYBL_107153T0",321,1994,4398,610,425,968,449,582,1142
"PHYBL_107160T0",0,0,0,0,0,0,0,0,0
