"","BC.r1","BC.r2","BC.r3","Pre.r1","Pre.r2","Pre.r3","Pos.r1","Pos.r2","Pos.r3"
"PHYBL_80517T0",9.46848830584099,10.5570482892399,7.26966894795539,17.8154218346174,14.7438620626975,15.0381299274438,4.39294498518247,3.83230279729461,5.51104669063524
"PHYBL_80519T0",7.36206857731418,9.1198711280362,5.37274724414294,8.77096977882335,8.37051165384029,10.5837805008312,3.30806746676628,3.42037183727567,3.84473659629364
"PHYBL_80534T0",0.594347012052698,0.889834185910984,0.593169063051368,9.43841584155841,7.29387218002793,15.8515676964944,2.28393660446615,2.23386087814468,2.51925608085861
"PHYBL_80559T0",7.46662994679801,7.53872504487318,5.35362427632431,18.3727872294778,17.3234539791777,15.3062615853351,3.61147732330847,2.71730398289591,4.12185230003274
"PHYBL_80577T0",34.123148620082,37.4988247783968,20.7010526708604,28.0802240949555,26.7515818654409,26.5307649507574,12.8200868303413,9.38129106515342,13.010288954154
"PHYBL_80589T0",3.12723415741218,4.09314816670932,2.43301365019918,3.43324752037895,3.40695236700119,3.8176818386449,1.33749440509226,0.997026606779153,1.33357442054238
"PHYBL_80600T0",61.2674518919514,70.7661835651708,48.8056339726986,105.516383756039,100.372850015785,74.4020488606926,15.7396259858048,8.41186672916519,12.0142355265512
"PHYBL_80605T0",4.90376421594679,6.25438444583017,4.70980632133705,8.59033321434444,6.00659007988762,8.63223457720946,2.30512151249844,2.01448296291996,3.16257025090529
"PHYBL_80607T0",12.6026689746676,15.1724632755607,10.5153872006413,21.996816596932,15.8818753216785,17.5468187171965,6.27793436480874,3.58392033497949,6.22349958972648
"PHYBL_80622T0",68.4252291077129,65.0628935905091,48.0839095348255,86.7201685391911,83.2588033816798,71.455155030561,32.0936339732122,25.5097631257283,38.5106563612552
"PHYBL_80623T0",10.0271243177251,11.4338272191702,6.82412513968866,10.2662958918619,7.07812786264294,9.78226396028544,3.01964098672664,2.85157015343165,4.67660895615607
"PHYBL_8077T0",912.682072178878,844.525341554496,651.481386511936,850.194140881046,981.845966550673,756.273496465205,391.080764141314,277.669206230696,368.675852281096
"PHYBL_8100T0",60.2818769950312,41.8642754870841,33.0197349173781,45.0140691200813,31.361031068088,46.0389799000633,18.2971197294757,18.6724994438407,14.5358856176611
"PHYBL_8118T0",128.853657111643,138.984450051743,135.34918557012,219.176866988529,155.48610356218,162.983838739814,69.8711564899123,85.1598385381581,93.7223629837843
"PHYBL_8181T0",10.5738531124296,14.854928443668,11.5359509483007,22.72684420931,16.0696461481487,36.2082940484147,12.5531578747791,14.9651476113221,13.0384344089342
"PHYBL_8199T0",159.602324665748,149.648055526776,164.957883082205,211.210501661039,179.835873068464,231.582520299756,132.942103174759,122.0808582149,92.4710912631902
"PHYBL_8208T0",180.419207365397,132.138286079586,139.434308273677,170.967485709711,166.313960735648,115.308289356988,54.455346651432,30.5786742994663,28.5496703266432
"PHYBL_8248T0",213.467238351544,154.571386323458,179.612781671987,454.690040019522,356.590081390548,309.585405374187,193.40194713124,158.753610813563,162.693810672285
"PHYBL_8303T0",3.0460385659093,5.59046594952094,5.87779285462807,13.7139694419554,8.34260968091439,18.5365571543149,4.71946337645744,2.44629394395731,4.05853156604241
"PHYBL_8330T0",150.229465700856,131.303117642138,98.7466176434214,122.729921163013,103.980284844062,79.0713259449531,20.830954613912,15.6405937147937,16.0790887418031
"PHYBL_8378T0",6.62888535237783,6.69974010486813,9.0757451857758,398.162491488388,220.584880366438,678.354624468331,278.741899619748,174.734343143349,246.980731371747
"PHYBL_8439T0",13.8216451104305,13.2041721601396,12.1998507642352,23.1981372748222,21.6421890278783,19.5084873365801,8.21284999291725,6.64142580432434,7.2418739950704
